            lon        lat         inc      D1AU     delta  launch radius  launch speed    t factor  expansion rate  B decay rate       B1AU     gamma         vsw
417  286.319885  -5.383503  335.447327  0.334326  1.271101       8.780347    303.332153 -297.524353            1.14          1.64  14.039117  0.319792  491.610382
418  262.096375   4.394097  342.586853  0.309137  1.228749       6.534655    546.491394 -230.790237            1.14          1.64   8.322046  2.162321  614.266724
419  271.429291   4.233407  338.423218  0.298336  1.084493       8.036566    307.313629 -246.887970            1.14          1.64   9.131953  2.446491  603.302002
420  281.292816  -5.245112  345.439117  0.322710  1.169572       7.798497    386.206482 -252.403503            1.14          1.64  12.429059  2.406764  292.430328
421  268.183044   7.720620  332.984985  0.342921  1.222874       6.707212    496.583221 -235.808365            1.14          1.64   9.677128  2.223141  547.083435
422  266.315613   8.499008  332.801697  0.284303  1.497675       8.530781    358.133972 -284.184570            1.14          1.64   8.900469  2.953570  571.292236
423  269.330994   9.250414  330.395660  0.279760  1.418025       7.942050    422.642517 -261.447083            1.14          1.64   9.101179  0.897953  512.953491
424  263.171448   6.653447  332.779541  0.315245  2.006062       8.138332    462.796600 -299.853729            1.14          1.64   7.667661  0.489277  401.958832
425  259.620483   9.816355  337.610474  0.292905  1.533422       8.034731    488.211517 -276.615967            1.14          1.64   7.656786  1.853519  678.068909
426  273.368317  -1.269438  336.538757  0.332976  1.565632       8.351583    385.634827 -203.383759            1.14          1.64   8.436585  0.432526  228.663254
427  274.955811   2.038320  336.973022  0.306285  1.087823       7.434244    389.223022 -235.014557            1.14          1.64  10.359067  1.592817  522.099060
428  268.715179   7.108513  333.729553  0.339390  1.207414       8.444350    339.218781 -239.532578            1.14          1.64   9.786341  1.410383  645.122009
429  265.283112   8.444038  332.295166  0.329517  1.427180       6.731376    529.645508 -208.468277            1.14          1.64   8.547324  1.675902  413.557709
430  266.378387   9.012437  334.206726  0.302551  1.212002       8.456142    335.112091 -267.060974            1.14          1.64   9.460201  1.663833  662.477600
431  265.666595   5.165396  335.977417  0.298581  1.517668       9.168758    347.012360 -274.812317            1.14          1.64   8.838425  2.292683  562.723816
432  267.731323   6.470989  335.056671  0.300531  1.402928       6.003181    612.259583 -265.886444            1.14          1.64   8.884611  2.364854  323.310333
433  271.032593   3.845386  331.354675  0.322915  1.611801       8.157089    419.674957 -255.674179            1.14          1.64   8.922380  2.731007  336.822632
434  261.687714   4.336790  331.167542  0.337198  2.533880       9.967754    319.606842 -295.619415            1.14          1.64   8.113746  2.278258  579.510803
435  254.033234   8.224573  337.646759  0.331140  1.791783       6.493411    683.703491 -207.730560            1.14          1.64   6.885089  2.475217  573.962036
436  277.809570  -2.900936  340.330200  0.296274  1.500211       8.214938    382.489655 -278.932831            1.14          1.64  10.675706  0.841289  193.980850
437  256.553741   2.743236  343.779297  0.325386  1.530633       6.018025    663.690613 -228.270020            1.14          1.64   8.046153  0.962149  459.196442
438  274.330841   8.848434  328.004333  0.275793  1.069679       8.519006    355.874786 -253.101959            1.14          1.64   9.918869  0.403291  588.217957
439  265.264252   7.386727  336.584045  0.323519  1.303763       6.535099    519.189697 -257.774506            1.14          1.64   8.728787  0.351430  587.687073
440  256.862640   7.833650  337.215057  0.337303  1.611819       6.165778    626.703796 -210.483551            1.14          1.64   6.983165  1.303904  668.410217
441  269.022369   1.821474  335.429321  0.333129  1.857031       7.410541    431.700348 -289.196045            1.14          1.64   9.807952  1.276879  488.580170
442  266.882782   6.024396  337.595703  0.280564  1.173620       8.211032    436.183899 -282.431976            1.14          1.64   9.789303  2.541296  441.707001
443  275.046753   1.455315  339.681763  0.260797  1.094259       8.243005    372.895905 -235.492264            1.14          1.64   8.865699  0.323336  260.569122
444  253.735840  10.154375  344.529175  0.214674  1.048325       6.168227    743.805786 -267.331055            1.14          1.64   7.428304  0.228932  117.011406
445  265.409668   3.247104  342.048248  0.243040  1.322927       7.246346    558.966370 -268.624603            1.14          1.64   8.436690  0.644865  130.681351
446  265.562256   4.190554  341.317596  0.336807  1.161253       6.928370    458.232758 -239.593033            1.14          1.64   9.144271  2.077019  636.539917
447  262.609833   7.894526  339.137604  0.289656  1.300004       6.038542    599.768127 -291.104309            1.14          1.64   8.233512  1.845088  425.673553
448  262.258270   6.285394  338.617249  0.306647  1.483747       6.592941    551.013855 -250.428268            1.14          1.64   8.425847  2.945293  541.006165
449  262.823151  -3.259169  342.089813  0.319631  1.987042       9.111916    429.909882 -268.343903            1.14          1.64   8.703869  2.184695  409.650177
450  256.472839   8.019428  344.099243  0.197226  1.157300       8.126145    609.016174 -290.172791            1.14          1.64   7.453858  1.787272  374.719086
451  259.576660   7.932661  342.094910  0.234822  1.060247       8.847221    452.668762 -273.975708            1.14          1.64   8.237517  2.004626  616.255676
452  260.184021   0.881769  349.057617  0.236580  1.063979       9.131550    364.269806 -258.304016            1.14          1.64   7.344935  2.032941  640.057922
453  272.418549  -5.981267  343.715363  0.337640  1.780888       8.943628    307.544556 -287.912842            1.14          1.64  10.088662  0.850052  623.283997
454  270.922516   5.231514  326.372070  0.342934  1.675221       7.052421    469.140747 -274.205475            1.14          1.64   9.811388  0.475616  237.984039
455  275.164246  -7.883010  353.990509  0.338838  1.061736       9.296773    286.172150 -217.213806            1.14          1.64  10.330494  1.304031  571.205627
456  270.122101  -1.163816  341.323517  0.328744  1.478676       7.551377    432.128296 -257.904297            1.14          1.64   9.326524  1.774635  415.831085
457  263.636963   9.069715  336.393433  0.282335  1.360079       7.604044    509.445557 -285.235504            1.14          1.64   7.982770  0.894334  397.251160
458  268.323364  -0.185273  344.764496  0.270870  1.397531       7.900874    431.042847 -294.988251            1.14          1.64  10.055018  1.293769  361.278442
459  257.485687  10.908581  334.867828  0.334368  2.052425       6.974824    583.225220 -294.611664            1.14          1.64   8.098017  1.141519  698.011658
460  272.079193   1.474346  339.565369  0.335501  1.279405       6.897177    460.323334 -232.315598            1.14          1.64   9.179213  1.978931  389.916565
461  260.120239   4.583201  340.256378  0.294859  1.557735       7.870432    509.055115 -233.544037            1.14          1.64   8.203630  0.658078  627.908081
462  260.401703  16.778481  328.865784  0.326465  1.381163       6.706350    649.216248 -236.729202            1.14          1.64   7.732837  1.891332  457.994934
463  273.373260  -1.191617  344.678680  0.319497  1.238967       7.100385    407.034576 -271.979523            1.14          1.64  11.102442  2.436860  519.073792
464  269.952454   6.576759  335.835541  0.295883  1.265679       8.130670    413.082001 -271.245819            1.14          1.64   8.590619  1.488269  394.712677
465  278.806244  -1.435081  335.581085  0.338364  1.306775       7.395416    392.436951 -268.711517            1.14          1.64  10.924485  0.323412  360.532501
466  269.155396   8.260206  333.447784  0.337308  1.130450       8.221910    363.574036 -292.983521            1.14          1.64  10.471784  1.120490  664.454468
467  264.477478  -1.461154  342.091278  0.324814  1.878233       7.993053    455.246277 -288.541016            1.14          1.64   8.962508  1.268605  378.968231
468  255.062775   7.738935  343.985962  0.261355  1.199839       7.256545    597.630249 -271.896820            1.14          1.64   6.618775  2.379292  698.263855
469  264.672577  12.798232  330.621796  0.329980  1.412340       8.641039    379.490631 -260.970886            1.14          1.64   8.536668  1.706278  657.660217
470  281.000854  -3.016992  338.179169  0.312012  1.310835       8.249496    344.311005 -286.177612            1.14          1.64  12.439384  0.402096  382.114868
471  268.955963  -7.082630  348.324768  0.305927  1.824818       8.158896    430.052917 -272.902649            1.14          1.64   8.961574  1.456777  340.649933
472  272.549988  -3.418794  345.962219  0.330575  1.215242       6.523354    491.156708 -222.209274            1.14          1.64  10.041971  1.046390  320.267212
473  261.030945   8.526466  340.402344  0.311848  1.120321       6.634065    563.950684 -282.314575            1.14          1.64   9.078358  1.970790  529.836365
474  271.878296   6.052453  335.856201  0.301459  1.032579       7.416381    422.775879 -260.879669            1.14          1.64   9.664218  1.387273  394.283325
475  264.414093   5.713110  340.951813  0.280406  1.078994       6.514328    528.408997 -248.037659            1.14          1.64   8.535070  0.240295  558.385254
476  271.437775  -1.802716  345.798187  0.304851  1.129013       6.663654    506.955017 -210.076172            1.14          1.64   8.892815  0.691336  226.631714
477  260.394257  10.394134  338.367737  0.266109  1.227960       6.536843    624.481140 -266.654877            1.14          1.64   7.331161  1.218876  367.798370
478  281.336365  -0.742419  337.345703  0.331963  1.036638       7.043817    427.328430 -223.399765            1.14          1.64  11.366253  1.631076  261.800201
479  265.107666   0.291184  343.195526  0.324663  1.499528       7.533817    474.386749 -287.743866            1.14          1.64   9.164261  2.304673  461.638397
480  282.061493  -3.384060  341.339722  0.301574  1.085017       6.727200    519.322571 -252.632751            1.14          1.64  11.597154  2.545137  209.902390
481  271.334381   5.921286  335.484985  0.305161  1.124490       6.098814    571.762573 -257.261261            1.14          1.64   9.300721  1.212119  239.765121
482  269.396973   4.817553  335.653107  0.337788  1.327175       7.133139    448.612793 -249.118744            1.14          1.64  10.072023  1.666198  506.069092
483  269.017242   5.155520  338.010071  0.317723  1.204544       8.586008    313.833496 -233.915543            1.14          1.64   8.905231  1.497466  644.393799
484  263.920197   3.301679  339.717926  0.299933  1.555768       8.421412    328.121918 -221.493515            1.14          1.64   7.685921  2.481707  647.705750
485  274.953735   1.869626  338.394348  0.305255  1.146171       8.025936    303.332245 -276.235596            1.14          1.64  10.557660  2.335220  545.242004
486  264.066254  -1.127717  349.736237  0.273586  1.146350       7.960458    458.748413 -265.409485            1.14          1.64   8.057533  1.830496  530.940308
487  267.135651  -1.668286  342.730469  0.346976  1.576874       8.419912    288.165161 -204.616486            1.14          1.64   8.272396  1.834667  657.383240
488  264.907715  -0.323855  337.802917  0.349328  1.806268       9.185435    319.610199 -281.148468            1.14          1.64   9.423242  1.290627  662.827393
489  256.146576   5.775438  341.922577  0.307390  1.390391       6.208219    673.398621 -222.426773            1.14          1.64   7.591590  0.535520  365.609283
490  256.456055   5.624431  342.633270  0.300521  1.703616       8.066492    548.036926 -250.678665            1.14          1.64   7.593765  1.993559  582.207764
491  271.228882  -2.082313  341.515747  0.342669  1.459146       7.919056    304.952179 -240.686127            1.14          1.64   9.867629  2.503679  600.744080
492  269.912262   6.754266  336.638550  0.246302  1.082594       8.594235    378.558655 -260.428497            1.14          1.64   8.923667  1.357562  495.973267
493  273.012512   1.167190  337.510406  0.329573  1.242448       8.307172    387.471405 -242.160751            1.14          1.64  10.459504  2.067325  417.710022
494  264.856873   9.873206  334.130096  0.321115  1.221125       6.042340    621.530579 -217.981949            1.14          1.64   7.901689  2.136123  377.394745
495  261.927155   7.938892  340.324249  0.284079  1.091762       7.219784    519.195129 -217.007156            1.14          1.64   7.583638  1.827909  591.724548
496  274.013916  -1.866334  343.633118  0.315470  1.154522       6.256975    522.277222 -276.093140            1.14          1.64  11.256715  2.148047  305.437988
497  271.124908   1.075962  338.677856  0.279728  1.509035       9.013226    356.270355 -247.468948            1.14          1.64   9.090726  1.516629  435.826111
498  263.420105   6.796359  336.739258  0.313014  1.635319       7.876482    475.353821 -290.208862            1.14          1.64   7.973724  1.761356  541.539185
499  262.450836   4.509854  342.573273  0.286318  1.024011       6.406273    606.305847 -176.617004            1.14          1.64   7.807379  2.160425  393.900238
500  276.439789   1.103135  333.172485  0.329511  1.447226       6.864002    459.891022 -271.524261            1.14          1.64  10.108271  2.215661  281.598877
501  266.072662   6.349569  337.912170  0.290194  1.079501       9.164086    331.881317 -223.448029            1.14          1.64   8.891255  1.857575  585.530273
502  271.435883   2.477704  337.350830  0.276127  1.349538       6.946145    540.349609 -261.705414            1.14          1.64   9.674903  1.405038  197.230667
503  267.773193  -2.430160  346.112793  0.335621  1.293208       7.593489    400.223267 -265.860107            1.14          1.64   9.835964  1.236691  644.699829
504  268.845886   4.271178  337.113159  0.258151  1.413523       7.374020    561.091370 -247.818588            1.14          1.64   8.577385  2.985172  276.802460
505  267.101685   6.657310  334.693878  0.323495  1.500478       7.403989    435.006195 -245.564301            1.14          1.64   8.971665  0.996606  636.237549
506  266.884796   5.816198  335.870636  0.316058  1.292274       7.355194    477.373627 -212.156631            1.14          1.64   7.785382  0.850478  503.164886
507  269.675598  -3.811711  346.624756  0.319228  1.293767       8.164640    409.195679 -205.003220            1.14          1.64   9.632929  0.429547  595.657837
508  265.332550   3.994641  337.833710  0.299626  1.381123       7.653816    509.088165 -222.074646            1.14          1.64   8.421219  0.814598  263.189514
509  279.040588  -0.527183  337.997894  0.289249  1.138196       6.263245    592.995972 -289.811829            1.14          1.64  11.661904  2.994917  239.657120
510  271.808594   0.365842  340.733093  0.329018  1.158751       6.602773    458.701447 -257.089294            1.14          1.64  11.214649  0.394619  470.656799
511  262.757507   4.714305  336.779510  0.344318  1.749334       6.962704    524.156799 -259.550507            1.14          1.64   8.029263  0.914343  503.638733
